author,comment,published_at,like_count
@MuhammadJuanAlfatih,"Aku Memilih dan Mendukung Anies Baswedan, 
Mengucapkan Selamat Kepada Pak Prabowo atas Mandat  dari Rakyat, 
Bersatulah Pak Prabowo dan Pak Anies Baswedan untuk Mensejahterakan Seluruh Rakyat indonesia🇮🇩",2024-03-20T18:29:40Z,1
@unalisa-un6ev,Anak abah mana sama anak banteng??? Semakin gila nggak kalian 😂😂😂 liat tu siapa yg menang,2024-03-20T18:29:21Z,0
@AlfianaKhamami,TERBAIK!!!!!!!,2024-03-20T18:29:09Z,0
@IinIndriati-ps2gu,"Selamat Pak semoga sehat panjang umur Indonesia semakin maju Rakyat sejahtera,dan amanah",2024-03-20T18:29:08Z,0
@INANG_INANG,Alhamdulilah sudah lulus sebagai pemenang ✌️🙏,2024-03-20T18:28:56Z,0
@dtm7800,"Selamat kepada pemimpin yang menang semoga rakyat indonesia tidak keliru dalam memilih pemimpinya. Dan juga semoga tidak ada kata penyesalan seperti yang sudah sudah.
Semangat indonesia ku ❤",2024-03-20T18:28:55Z,0
@NurHayathy-c3e,Alhamdulillah ya Allah.. Ahir yah engkau mengabulkan doa kami rakyat Indonesia selalu berdoa supaya pak Prabowo dan mas Gibran yg di ridho i mu ya Robb aamiin aamiin ya rabbal alamin 🤲🇮🇩🇮🇩🤲,2024-03-20T18:28:34Z,0
@UjangMulyana-d7i,Semoga amanah pak jendral,2024-03-20T18:28:17Z,0
@rizkykurnia1475,Semoga Indonesia di pimpin pak prabowo menambah lebih baik,2024-03-20T18:28:05Z,0
@nurdabjmb8549,Alhamdulillah...baru kali ini saya pilih sang jendral yg TDK pernah lelah ingin mewakafkan hidupnya untuk Rakyat telah ditetapkan oleh KPU menjadi pemenang pilpres 2024.Maju terus Indonesia,2024-03-20T18:28:02Z,0
@Inupi66,"KEJAHATAN KECURANGAN PEMILU MELANDA INDONESIA..... RAKYAT INDONESIA SIAP   BAIKOT REZIM CURANG GUGAT SAMPAI 02 DIDISKUALIFIKASI.
.ADILI JKW",2024-03-20T18:27:57Z,2
@MYstudioA3,"Sakinh tulus nya beliau, sampai² dia merasa takut ada nama yang belum disebut atas keberhasilan nya...

Selamat dan sukses untuk mu pak jendral",2024-03-20T18:27:37Z,0
@ArkhafaizPradipta,Aku bangga dengan pqk Prabowo smoga amana ya pak,2024-03-20T18:27:16Z,0
@cutnurullisa8809,Pak Fahri Hamzah ngk d salamin😂😢,2024-03-20T18:27:12Z,1
@harjitojito194,Anis dan ganjar minta jata mentri sorry iye😀😀😀😀,2024-03-20T18:26:59Z,0
@AchmadChusaeni-by2fx,Sejuk apanya gk punya MALU !,2024-03-20T18:26:33Z,1
@ngajisambilngopi1985,Ngomong Tok... Awal wae wes koyok ngene... Opo maneh 5 Tahun... Nasib nasib,2024-03-20T18:26:33Z,0
@ancesis9846,Gibran koq tidak terlihat disitu ya ...??,2024-03-20T18:26:18Z,0
@totalfootball732,"Tugas kami sebagai pendukung selesai, tolong pegang amanah kami pak, Allah beserta bapak.",2024-03-20T18:26:15Z,0
@damyanamiya2224,"Terkadang, keberhasilan seseorang itu bukan semata2 kehebatannya tp krna pertolongan Allah dan ditutupi pula aib2nya. Selamat yaa memikul tanggungjwab dunia akherat negara ini.",2024-03-20T18:25:54Z,0
@syahronialghifari78,Hati hati nanti di culik loh ...,2024-03-20T18:25:47Z,0
@AchmadChusaeni-by2fx,Zulhass ora duwe ISIN  !,2024-03-20T18:25:35Z,1
@rulyaman4148,"muka2nya , muka beban kecurangan",2024-03-20T18:25:29Z,0
@Holang_Kaya,Emang bner harus 3x ku coblos kmu pak baru afdol,2024-03-20T18:25:17Z,0
@putrapenyabar6154,"Perjuangan belum berakhir, masih ada satu jenjang terakhir yaitu MK untuk memastikan PEMENANG SEJATI.....
SALAM AKAL SEHAT....",2024-03-20T18:25:16Z,0
@albertuswidodo752,Selamat P. Prabowo & Mas Gibran,2024-03-20T18:24:55Z,0
@sodikin-us6li,LG MENUNGGU PENDUKUNG SEBELAH YANG KEPANASAN 😂😂😂,2024-03-20T18:24:40Z,1
@AchmadChusaeni-by2fx,Gk punya Iman gk punya MALU  ORA ISIN PRABOWO JIBRAN DITONTON SEDUNIA !,2024-03-20T18:24:39Z,2
@MochamadIkwanulMuslimin,Selamat pak telah terpilih...tolong jalankan tugas amanah ini dengan baik..dalam hati kecil kami tidak ridho bapak baik dengan orang yg telah menyakiti merendahkanmu...yaitu kubu 01..namun hatimu terlalu tulus sehingga bapak berniat tetap melayani mereka..😢,2024-03-20T18:24:19Z,0
@rulyaman4148,hore menang setingan..,2024-03-20T18:24:16Z,0
@anjarsuryanto7352,Selamat pak Prabowo & mas Gibran,2024-03-20T18:23:49Z,0
@papangabdullah-rd2ez,Semoga aja tdk semakin hancur dan amburadul,2024-03-20T18:23:48Z,0
@AB_Santoso,Alhamdulillah...... semoga Amanah memimpin negeri ini. Terbaik Prabowo Subianto dan Gibran,2024-03-20T18:23:47Z,0
@yudhiwonkjombang109,Selamat Jendral... Smoga Negara Kita Smakin Maju Dan Disegani Dimasyarakat Indonesia Dan Seluruh Dunia,2024-03-20T18:23:39Z,0
@wahyubudi1886,Semoga ini merupakan Tonggak barisan Indonesia Jaya Demi dan Untuk Nusa Bangsa bukan demi kelompok/ golongan   . sekaligus mewujudkan Indonesia maju seperti yg termaktub dlm UUD 1945  sebagai cita cita  leluhur pendiri bangsa ini.,2024-03-20T18:23:19Z,0
@RereKartika-p2n,Bakal makin parah wkwkwkkkk ancur rezim ini,2024-03-20T18:22:55Z,0
@suwandiprajitno148,Trus terang saya. Dari awal simpatisan Anies. Di aplikasi  pengawalan simpatisan anies ikut aplikasi tsb.   Akibat anies menilai merendahkan orang lain   memberi nilai bowok 11  itu yg hati saya bergejolak ber alih ke bowok. Se umpama Anies model kampanye nya seperti awal seperti di jelek2 kin. Di. Hina di caci. Tetap  tabah     saya yakin. ANIES bisa menang.     Akibat karena kurang sabar  memberi nilai bowok. 11 ber Akibat  fatal. Ber pindah lain hati ke bowok semoga bowok sehat selalu  Indonesia bisa makmur  rakyat nya makmur murah sandang pangan hidup sejahtera Indonesia bisa maju di segala bidang  angka kemiskinan bisa turun drastis. Aamiin2 YRA,2024-03-20T18:22:53Z,0
@rolly9338,"Selamat Jendral, akhirnya dengan susah payah, untuk menjadi President RI, akhirnya tercapai... Congrats👏👏👏",2024-03-20T18:22:51Z,0
@bachrul_daily,Hasto tumben ora nangis😂,2024-03-20T18:22:35Z,0
@NURPCB,saya belain g tidur demi memegangkan anda jendral,2024-03-20T18:22:33Z,0
@salwaa8252,Tidak apa prabowo menang tp untuk menang di tunggangi rezim najis. Alangkah baiknnya jika bersedia wakil anda di buang  pak biar tidak berlumuran najis,2024-03-20T18:22:32Z,0
@penjelajahyoutube5885,Ganjar anis di lantik KPK,2024-03-20T18:22:04Z,0
@SofyanjamalJamal,"Menurut ramalan seseorang ,klu negri ini di pimpin oleh dasar pemimpin curang,maka musibah akan terjadi besar²an di pulau jawa, tunggu aja tgl main nya, pulau jawa akan tenggelam,sunami akan menyerang kalian",2024-03-20T18:22:04Z,0
@emyzulfa6222,Hahaha,2024-03-20T18:22:01Z,0
@kasirmadura8509,Alhamdulilah  ahirnya terkabul pk prabowo  jd president,2024-03-20T18:21:52Z,0
@etietika3014,"Mantap, anis ganjar terima kekalahan aja dah gk usah hak angket buang2 duit lagi",2024-03-20T18:21:41Z,0
@bidinjuragan6676,"Suses pak 🙏
Semoga indonesia lbh maju 
Dan para rakyatnya jd makmur",2024-03-20T18:21:32Z,37
@axllic8124,"Cocok jenderal, anda layak memimpin",2024-03-20T18:21:31Z,0
@CatGabut2345,Ok gass pak❤,2024-03-20T18:21:30Z,0
@rezkydecaprio3203,"Jgn senangdl  , masih ad mk dan hak angket yg akan membatalkan kemengan kalian , .. 
Lillahi taala sy tdk rela negara ini dipimpin oleh pemimpin yg dilahirkan oleh kecurangan",2024-03-20T18:21:26Z,2
@heri7256,Alhamdulillah penantian panjangku terkabul ya allah.. Buktikan pada mereka yg menilai rendah dirimu dengan prestasi² yang dapat memajukan bangsa ini jendral.,2024-03-20T18:21:17Z,216
@luckyherraldy8499,"Cukup tau dari hasil perolehan suara dukungan di pemilu ini, indonesia hampir fix 95% orangnya bodoh² dan IQ juga EQ nya, pengetahuan, ilmunya rendah fix, tidak terkecuali diri saya sendiri yang tidak dapat berbuat banyak untuk membantu membenahi keburukan² yang terjadi saat ini .",2024-03-20T18:21:14Z,0
@mamaevenila4650,Alhamdulilah ❤❤❤,2024-03-20T18:21:12Z,0
@SisilSisil-vp9fw,Terima kasih ya Alloh atas kemenangan BPK ku Prabowo subiyanto ❤❤❤,2024-03-20T18:21:12Z,0
@mamaevenila4650,Alhamdulilah ❤❤❤,2024-03-20T18:21:11Z,0
@jspambudi9866,NT dah fahri hamzah,2024-03-20T18:21:10Z,0
@Tajak_Rawis,"Anak abah, menangislah .. jgn ditahan, tumpahkan setumpah²nya 😂😂😂",2024-03-20T18:21:06Z,0
@edoedo2492,"Selamat jendral, smg Indonesia tetap jaya di bawah kepemimpinan BPK Prabowo dan Gibran.",2024-03-20T18:21:01Z,0
@rizkiadam9276,Alhamdulillah Bisa Tidur Nyenyak.,2024-03-20T18:20:56Z,0
@MariamMariam-z5b,"Bismillah...semoga Allah membimbing BPK selalu dalam menjalankan amanah ini hingga akhir masa jabatan, dan semoga yang kalah bisa menerima kenyataan ini, marilah saat nya bersama sama kita membangun negri.",2024-03-20T18:20:54Z,7
@oppooppo-hh3dp,Gpp ksih dy mnang bntr lagi mati kok😊😂,2024-03-20T18:20:48Z,0
@wongndeso1688,Lanjutkan perjuangan Indonesia maju,2024-03-20T18:20:35Z,0
@dedeani4880,alhamdulilah. y allah,2024-03-20T18:20:35Z,0
@nononsuryati6329,"Rakyat yg mana pak ..???  
Apa iya rakyat mayoritas ..???",2024-03-20T18:20:01Z,1
@acepraplihardianatv5534,Semoga bapa bisa mengemban amanah dari rakyat . perjuangan bapa tidak sia sia . jangan menyia nya kan kesempatan ini pa . bawa Indonesia menjadi lebih maju . dan jangan lupa kepada rakyat kecil pa,2024-03-20T18:19:39Z,13
@Jherybop,Menyala Prabowo 🔥✌️,2024-03-20T18:19:33Z,0
@ryanawerd7542,Selamat pak jendral. 🎉,2024-03-20T18:19:22Z,0
@damsbbscbass-bosssolidarit9793,"Alhamdulilah ,selamat bapak prabowo dan pak gibran ,semoga indonesia lebih baik kedepan",2024-03-20T18:19:17Z,0
@Ismi835,"Hahaha Sebelum 14 Feb semua rakyat juga sudah tau siapa pemenangnya, Ga perlu pun KPU umumin,Kalian kira kalian akan tenang Menang diatas Kecurangan?!? Inilah Pemilu Paling Brutal Sepanjang sejarah Negri ini, Anda tidak Punya Legitimasi",2024-03-20T18:19:13Z,0
@DurenPetrokGareng,AMIN RAIS GAK NYELONONG MUNCUL YA... MANA BATANG HIDUNGNYA ?😂😅,2024-03-20T18:19:07Z,0
@Achmad008,"RAKYAT WARAS SAMPAIKAN BANYAK TERIMAKASIH KPD BAPAK PRABOWO GIBRAN ATAS KEBERHASILAN DAN KEMENANGAN VERSI KPU , KALO SAMPAI MK JUGA SEMOGA TETAP DI MENANGKAN OLEH ALLAH SWT. AAMIIN YA ROBBAL AALAMIIN .",2024-03-20T18:18:50Z,2
@SahrilSahril-u3i,semoga bp perabowo selalu ingat rakyat yg telah memilih bp dan bisa memajukan indonesia aminyarobalalamin,2024-03-20T18:18:27Z,0
@tobokolah,Abah pak spesialis mecah belah rakyat akui aja kekalahan biar pendukung anda pulang dri kpu jgan anda ke enakan tidur tpi pengagum mu kepanasan d lapangan,2024-03-20T18:18:16Z,0
@khoirulwitoyo1864,"Selamat menjalankan tugas pak,kami ikut mendukung dan mendoakan semogo rakyat sejahtera.❤❤❤",2024-03-20T18:18:06Z,0
@lyzasusi8267,Wapresnya kok nga ada??,2024-03-20T18:17:53Z,0
@Logika.fakta321,"Merinding Gaes , Menyala Abangkuh 🔥",2024-03-20T18:17:41Z,0
@YMM1306,"Selamat y Alfiansyah "" Komeng """,2024-03-20T18:17:36Z,0
@Amica-Magistra,"Congratulation BHISMA yg agung.... 

tetap lah berhati hati ..",2024-03-20T18:17:27Z,0
@RobyAdrian-f5r,Pendukung 01 /03 pada kemana kok gak ada yang komen 😂😂😂😂,2024-03-20T18:17:23Z,0
@WiryaMD,Selamat Buat Bapak Prabowo. Semoga Indonesia menjadi lebih baik dibawah pemerintahan bapak.,2024-03-20T18:16:55Z,0
@Babidermen47,"Mantab semoga  citaa cita, visi misi 2014/2019 terwujud  hari ini dan akan datang, berharap slik ojk di hapus agar rakyat ga melarat terus, bisa pinjam buat usaha lagi😂",2024-03-20T18:16:54Z,0
@Adiirnadi,Bahlil tu tidak pantas pake peci..,2024-03-20T18:16:41Z,0
@Al_Khamz,Si wowo + belimbing sayur 😂😂,2024-03-20T18:16:40Z,0
@awonkaepsaepudin7972,PPS nya ga di sebut😢,2024-03-20T18:16:36Z,0
@Nassya10719,Bissmillah jendral❤❤❤,2024-03-20T18:16:34Z,0
@NurHasana-ui6is,Mntab,2024-03-20T18:16:30Z,0
@choliksantoso7776,Proses masih panjang menuju perubahan yg Hakiki .. Amiin,2024-03-20T18:16:23Z,2
@abifikriz6450,"3x mencalonkan aku memilihmu bapaaakkk, semoga bapak amanah yaaa, selamat bertugas bapakk negarakuu yg baruuu, terharu bangett sm perjuangan bapaakk",2024-03-20T18:16:07Z,0
@danialriza3561,SELAMAT BERJUANG JENDERAL,2024-03-20T18:15:33Z,0
@sikom1107,Konstitusi aj d langgar...nggak nyambung ah,2024-03-20T18:15:30Z,0
@vennygracemalonda5990,Selamat,2024-03-20T18:15:25Z,0
@choliksantoso7776,Insyaallah Bp Aniez Rasyid  Baswedan RI 1 .. Amiin yaa robal alamin,2024-03-20T18:14:52Z,1
@gedangmas8191,Yg bisa merangkul semua yaitu prabowo,2024-03-20T18:14:51Z,0
@muchamadapsin3313,Selamat pak prabowo sukses indonesia kedepan.,2024-03-20T18:14:46Z,0
@IceAndTeaTv,ALKHAMDULILLAH 🥰,2024-03-20T18:14:34Z,0
@ModalBacootz,"Selamat atas terpilih jadi pemenang, walaupun saya tau, ada banyak permainan di belakangnya, tapi apapun itu, saya yakin suatu saat terbongkar semua kebobrokan yang tersistematis, Dan suatu saat, orang yang fanatik bakal melihat kenyataan pait. Lanjut, kita joget",2024-03-20T18:14:33Z,0
@pemudacherbond3746,Mantap persiden ku aminn,2024-03-20T18:14:31Z,0
@misdina7310,"Mandat RAKYAT 11% 
JD JAGAN BAWAK NAMA RAKYAT TUYUL WOWOK ENDASMU",2024-03-20T18:14:23Z,0
@Galang_Hot,Selamat. Semoga Amanah,2024-03-20T18:14:22Z,0
@Rizkiikakrisna,Semangat bapak jendral semoga bisa amanah kerakyat .,2024-03-20T18:14:19Z,0
@santipurnama9580,Ayenamah asli lain nyieun  hoak jiga 2019 😂,2024-03-20T18:14:06Z,0
@khalimofficial9618,Alhamdulillah saya selalu Coblos Bapak Prabowo Subianto akhirnya jadi juga ikut bahagia,2024-03-20T18:14:02Z,8
@GiselPurinindika,Pidato tak mutu  muak fengerin nya,2024-03-20T18:13:57Z,0
@Bang_bro32,"Alhamdulillah bapak .. semoga  indonesia dipimpin bapak,, semakin maju dan sejahtera.. Aamiin Ya Allah..",2024-03-20T18:13:31Z,0
@Adiirnadi,Hahah..bung Zulkifli asan...kecubung kali,2024-03-20T18:13:30Z,1
@daniel.projectchannel5530,Selamat jendral H.Prabowo subianto & Gibran rakabumingraka 🎉❤,2024-03-20T18:13:24Z,0
@ishaq5105,di akui dunia gaib😂,2024-03-20T18:13:19Z,1
@AriebuhariyantoArie,Yg pendukung 01 minggir dulu.. Tinggiknbdulu halumu.. Salam buat 01 yg bikin anginbribut.. 02 tetap yg unggul,2024-03-20T18:13:19Z,0
@bachrul_daily,Yes I love it❤🎉,2024-03-20T18:13:11Z,0
@robyyanto1620,Smgga amanah yg di titipin menjadi Indonesia lebih yg rakyat sajetera smua,2024-03-20T18:13:10Z,0
@hamidajah2103,alhamdulilah sudh resmi kemenangan 02 prabowo gibran selamat pak semoga indonesia makin maju makin di segani negara lain...dn sya berharap pasangan 01 jgn di kasih apapun sebagai pejabat...di takutkan menggigit lg seperti yg sudh2,2024-03-20T18:12:59Z,0
@seearc6411,"Selamat BPK Prabowo dan mas Gibran, semoga dibawah kepemimpinan beliau berdua Indonesia bisa melesat menjadi negara maju.",2024-03-20T18:12:51Z,2
@sulthonkudus6219,Mana wakilnya..,2024-03-20T18:12:47Z,0
@msultanaldi-ho3op,Alhamdulillah pak Prabowo akhirnya impiamu  tercapai dan saya minta satu jangan ngecewain rakyat udh itu ajh,2024-03-20T18:12:44Z,0
@AbidPutraBireuen,"Makan siang gratis, susu gratis dong asyik,,,,,,",2024-03-20T18:12:43Z,0
@ilhamdani6172,hihihi,2024-03-20T18:12:37Z,0
@Yunita-u9i,Alhamdulilah menang bpk prabowo 🎉,2024-03-20T18:12:24Z,0
@GiselPurinindika,Eh lo prabowo tertawalah  dgn gembira.  Dulu  tp  tunggu   selanjut nya apa yg terjadi  hari esok .,2024-03-20T18:12:20Z,1
@NanyAbo,Alhamdulillah pk Prabowo Subianto menang smoga mnjdi pemimpin yang amanah tuk negara Indonesia 🤲,2024-03-20T18:12:17Z,0
@solikin1327,"Selamat mas Bowo,kau sah jadi pemimpin dinegeri ini, untuk Anis minggir,Ganjar minggir ,",2024-03-20T18:12:06Z,0
@nanangsahidin5491,😂😂😂 sudah pada gila pendukung lu woo. Selamat dah😅😅,2024-03-20T18:12:02Z,0
@danangharyanto2443,SELAMAT JENDRAL...KAMI BERSAMA ANDA,2024-03-20T18:11:59Z,0
@Bensjaya24,😂 yes cuan ndk rugiku 🙈,2024-03-20T18:11:59Z,0
@AbidPutraBireuen,Makan siang gratis oke deh,2024-03-20T18:11:56Z,0
@tatangsamsulmaarif3534,"Menangislah yg kalah sepuas y jngn pura2 tdk paham ats kekalahnan y , dn trtawalah bagi kalian pendukung 02 karan kalian tdk salah pilih karan 02 layak pimpin Nusantara 5 thn kedepannya .",2024-03-20T18:11:54Z,0
@padlyazhary,Smg berkah..amnah sejahterah.,2024-03-20T18:11:36Z,0
@gedangmas8191,Emek 2😊😊❤😊,2024-03-20T18:11:35Z,0
@nandangsuhaya8603,Alhamdulillah...wa syukurillah...🤲,2024-03-20T18:11:32Z,0
@Zulkarnain-ke9lz,hrs bertanggung jawab buat semuanya yg udh milih dan di pilih.,2024-03-20T18:11:31Z,1
@komarudinkomarudin4197,Alhamdulillah,2024-03-20T18:11:24Z,0
@gedangmas8191,Lucu predidenku 😊😊😊aku suka ❤❤ mosok pke kaos kaki di sebut😊,2024-03-20T18:11:20Z,0
@Mobilegend_Horor,Semoga menjadi pemimpin yang adil dan bijaksana.... Aamiin,2024-03-20T18:11:01Z,0
@kk23ng,Selamat pak Prabowo,2024-03-20T18:10:51Z,0
@desafix2202,Selamat bertugas pak Prabowo .semuga lancar dgn tugasnya,2024-03-20T18:10:47Z,0
@vian8752,"Pak slamat yah... Saya teteskan air mata bahagia untuk bapak,smoga bapak mnjadi yg terbaik untum memimpin negara ini🎉🎉🎉",2024-03-20T18:10:45Z,0
@hipokritstore,Alhamdulillah ya allah,2024-03-20T18:10:42Z,0
@AbidPutraBireuen,"Sekarang bisa makan siang gratis,,, 😂😂😂😂😂😂😂",2024-03-20T18:10:32Z,0
@halimhariyanto1102,Benar dan tidaknya pemilu 2024 biar Alloh dan alam yg akan mengadilinya.aminn,2024-03-20T18:10:08Z,0
@OpsKhai_15,Bukan nya pidato yg ke 2 yg udah di rencanakan saat nyoblos selesai bbrp jam itu? 😂,2024-03-20T18:09:55Z,1
@khumoangga1126,menyala bapak ku❤❤❤❤❤,2024-03-20T18:09:31Z,0
@SetiaDaraNasution,Anda tidak menang tapi dimenangkan,2024-03-20T18:09:21Z,0
@AnjaniSumarto,Alhamdulillah pak Prabowo smpai ke bawa mimpi anda gendong anaku,2024-03-20T18:09:21Z,0
@soktau_plus62,GIBRAN DMN JENDERAL?????,2024-03-20T18:09:07Z,0
@Kiwgarage,"Selamat pak Prabowo, semoga di bawah kepemimpinan bapak negara indonesia menjadi negara yang disegani dan Rakyat indonesia makmur sentosa. Jauh dari pertikaian. Indonesia maju indonesia bersatu.",2024-03-20T18:08:54Z,0
@oktorakris7518,Alhamdulillah,2024-03-20T18:08:52Z,0
@alexlavitajember1548,Buah dari kesabaran dan hasil intropeksi diri.. 👍👍👍👍🇮🇩🇮🇩🇮🇩,2024-03-20T18:08:44Z,0
@Doddyadtya,Alhamdulillah,2024-03-20T18:08:42Z,0
@orangsukses2101,Bismillah 😎✌️,2024-03-20T18:08:36Z,0
@usmantabi787,Alhamdulillah,2024-03-20T18:08:31Z,0
@ajatjauhari4377,"Ko jadi ta se meriah respon Quick Count ya, yang ini aga gugup gitu,,,, 😂",2024-03-20T18:08:22Z,0
@sidodadisidodadi-x3i,"Klau sampe hak angket tdk jadi, pemilu 2029, kita rayakyat Indonesia hrs golput unk pilpres",2024-03-20T18:08:22Z,1
@tavipmh3666,✌️✌️✌️✌️✌️,2024-03-20T18:08:20Z,0
@ucoxdat9445,"Pak Prabowo, hancurkan yang mau memecah belah Indonesia.",2024-03-20T18:07:59Z,0
@kopiitem4595,Buktikan kinerjamu pak wo...,2024-03-20T18:07:58Z,0
@jessnolimit8526,Pilpres  jagoannya kalah sana sini teriak curang. Pileg jagoannya menang mendadak jd bisu...,2024-03-20T18:07:53Z,0
@erikperdana3822,Selamat pak prabowo semoga indonesia dipimpin beliu semakin maju ❤,2024-03-20T18:07:53Z,0
@AzharAzhar-n3x5j,nggak ada malunya merasa menang dari hasil merampok suara,2024-03-20T18:07:52Z,0
@rianazhar2968,"Sangat terkesan apa??
Lihat di sidang pbb utusan indonesia dibantai dalam forum!",2024-03-20T18:07:49Z,0
@bamsdao3081,Ok gas,2024-03-20T18:07:45Z,0
@tojangbereng5480,Pak Anis terbaik..,2024-03-20T18:07:44Z,0
@yetnoependi8700,selamat pak prabowo,2024-03-20T18:07:44Z,0
@silumandarat9469,belum final. abah anis akan dibantu 10000 malaikat. amin,2024-03-20T18:07:43Z,0
@arbainoffical440,Kita Akan melalakukan gugatan seperti hal nya bapak dulu menggugat,2024-03-20T18:07:43Z,0
@sohimkamba2939,selamet pak prabowo semoga amanah!,2024-03-20T18:07:38Z,0
@AhmadBizard,Anak Abah tambah sutrees nih,2024-03-20T18:07:37Z,0
@BoniSaputra4,"Selamat untuk pak prabowo subianto dan mas gibran meski saya tak memilih mu, tapi tolong bawa kedamaian dan kemakmuran di negeri tercinta kita ini.",2024-03-20T18:07:30Z,0
@ajengdwiyuliani3388,"alhamdulillah , sehat selalu & selamat bertugas Pak",2024-03-20T18:07:15Z,0
@aisarysavira8780,Lah gibran nya kmna,2024-03-20T18:07:03Z,0
@rindiyani261,"SELAMAT & SUKSES JENDRAL ,,,,",2024-03-20T18:06:59Z,0
@samsudinhooh8783,"Anak abah dan ank emak lagi nangis di pojokan wkwkwkwk
Selamat buat pak Prabowo & mas Gibran atas kemenangannya semoga amanah ammin",2024-03-20T18:06:51Z,0
@Maryati-pd9qn,Indonesia maju anak ny maju paman ny maju menantu jy maju hidup maju joged aja,2024-03-20T18:06:47Z,1
@rohuljombo135,Kumpulan para koruptor,2024-03-20T18:06:36Z,0
@Adiirnadi,Selamat rakyat sengsara..,2024-03-20T18:06:27Z,0
@SriMisdiati-b5e,Seneng ya Uda kepilih tapi jangan seneng dulu masih pang waktunya tahun demi tahun rakyat nyesek tar😀😀😀,2024-03-20T18:06:20Z,0
@finewalker5326,"Congratulations Prabowo and Gibran.  We proud of you. 
May God bless you . ❤️✌️💐❤",2024-03-20T18:06:18Z,167
@infoalhijaz2879,😭😭😭😭 Prabowo Subianto 😭😭😭😭 akhirnya Alhamdulillah,2024-03-20T18:06:13Z,0
@MuhammadYusuf-s7e4m,Berkah dari buah kesabaran,2024-03-20T18:05:56Z,0
@sitifaiza5997,Alhamdulilah...akhirnya  penantian panjang tercapai juga semoga amanah sehat2 selalu bapak.,2024-03-20T18:05:52Z,0
@dekafi5063,Kudu nangis reek reeek❤🎉,2024-03-20T18:05:31Z,0
@imronjarob4819,Terimakasi juga kami kepada pak Prabowo menang menjadi pemimpin kami rakyat indonesia,2024-03-20T18:05:28Z,0
@Andimoses62,Usaha takkan menghianati hasil...akhirnya rakyat merasakan ketulusanmu....,2024-03-20T18:05:18Z,0
@donnydonnyromdony9425,Diiiihhhhhh,2024-03-20T18:05:05Z,0
@GustifatahulFatahul,Saya sangat bangga dengan mu jendral,2024-03-20T18:04:55Z,0
@akbarherayusman95,Alhamdulillah komandooooo ❤,2024-03-20T18:04:55Z,0
@nyrmalakesumah3107,"Trimakasih bang ARA Maruarar Sirait , yg bertarung serius smpe menang di JABAR",2024-03-20T18:04:50Z,0
@trihadiyanto6081,"Yang memilih 01 kita tertawai., hehehehe",2024-03-20T18:04:43Z,0
@aribudhi8848,Alhamdulillah .. Allah telah menyelamatkan bangsa Indonesia dari sekelompok kecil aliran syiah yg ingin berkuasa dan menjadikan NKRI sbg basis syiah terbeaar bagi mereka .. Allahu Akbar,2024-03-20T18:04:38Z,0
@LuBis-l3r,Bapa paribowo selamat memipin ber sama bapa gipral untuk rakyat bangsa dan negara Sumatera Utara doa kami bersama bintang sabit bersama bapa amin terimakasi allohu ak bar,2024-03-20T18:04:34Z,0
@RedySon-g2y,"Lk kalah ws trimo ae bos,, tiwas pegel dw awakmu iku,,,,",2024-03-20T18:04:32Z,0
@ulumcsulum7499,Ngis pendukung 1 dan 3  jdi orang gilA lihat ini 😂😂😂😂😂,2024-03-20T18:04:24Z,0
@Artriztik,🤣🤣🤣,2024-03-20T18:04:24Z,0
@gidul2327,kelar tugasku melawan fitnahan kubu sebeh 😂😂😂 selamat jendral!!,2024-03-20T18:04:22Z,0
@burhanhtn3700,3x Prabowo dipilih ❤❤,2024-03-20T18:04:20Z,0
@usmanfuadi5954,Ya allah... Semoga negaraku ini selamat.... 😢😢😢😢,2024-03-20T18:04:15Z,0
@handokosugiarti7346,Pendukung sebelah kayaknya gak terima kalah masih aja bilang curang 😂 padahal itu resmi dari KPU kalo pak Prabowo menang kalo kalah ya kalah aja bos gak usah banyak cakap paham😊,2024-03-20T18:04:10Z,0
@rahmatchrome,Bocah anak haram ko gk kelitan,2024-03-20T18:04:06Z,0
@aiueo_aiueo1310,"Anies nangis dipojokan. Coba dulu dukung prabowo, bakal terjamin kursi menteri. Ego gede ambisi pribadi gak mengukur kenyataan. Haha",2024-03-20T18:04:05Z,0
@feryalamsyah-mt8mm,Gagal gagal gagal hasil... Pengorbanan membuahkan hasil. Mknya.. Pagi rakyat yang lagi usaha merintis.. Contoh.. Prabowo.. Jngan mudah menyerah...,2024-03-20T18:03:59Z,1
@kinderjoy2121,"Kalo ada orang matanya mata panda,kalo GK abis di tonjok ya abis dugem..",2024-03-20T18:03:58Z,0
@NadzirulwaniUlwani,Alhamdulilah ya Alloh saya sedih bahagia pak prabowo jadi persiden Indonesia brvooo bravo,2024-03-20T18:03:48Z,0
@arkawira9539,Penantian panjang jd ri 1 2024 ..2029,2024-03-20T18:03:48Z,0
@visnusaputra3653,"makmurkanlah dinasti keluarga dan kroni² mereka, nanti terima efeknya setelah menjabat",2024-03-20T18:03:42Z,1
@suarnihamka-p1u,"Alhamdulillah,ya Allah semoga  apa yg engkau titip pemimpin di negara indonesia semoga menjadi pemimpin yg terbaik dan amanah negara aman dan makmur itulah yg kita inginkan semua selamat atas terpilihnya bapak Prabowo dan bapak Gibran sehat selalu",2024-03-20T18:03:40Z,1
